"id_localidad","localidad","id_provincia"
"86133030","Nueva Esperanza","86"
"86133040","Pozo Betbeder","86"
"86133050","Rapelli","86"
"86133060","Santo Domingo","86"
"86140010","Ramírez de Velazco","86"
"86140020","Sumampa","86"
"86140030","Sumampa Viejo","86"
"86147010","Chañar Pozo de Abajo","86"
"86147020","Chauchillas","86"
"86147030","Colonia Tinco","86"
"86147040","El Charco","86"
"86147050","Gramilla","86"
"86147060","La Nueva Donosa","86"
"86147070","Los Miranda","86"
"86147080","Los Núñez","86"
"86147090","Mansupa","86"
"86147100","Pozuelos","86"
"86147110","Rodeo de Valdez","86"
"86147120","El Sauzal","86"
"86147130","Termas de Río Hondo","86"
"86147140","Villa Giménez","86"
"86147150","Villa Río Hondo","86"
"86147160","Villa Turística del Embalse de Rio Hondo","86"
"86147170","Vinará","86"
"86154010","Colonia Alpina","86"
"86154020","Palo Negro","86"
"86154030","Selva","86"
"86161010","Beltrán","86"
"86161020","Colonia El Simbolar","86"
"86161030","Fernández","86"
"86161040","Ingeniero Forres","86"
"86161050","Vilmer","86"
"86168010","Chilca Juliana","86"
"86168020","Los Telares","86"
"86168030","Villa Salavina","86"
"86175010","Brea Pozo","86"
"86175020","Estación Robles","86"
"86175030","Estación Taboada","86"
"86175040","Villa Nueva","86"
"86182010","Garza","86"
"86189010","Árraga","86"
"86189020","Nueva Francia","86"
"86189030","Simbol","86"
"86189040","Sumamao","86"
"86189050","Villa Silípica","86"
"90007010","Barrio San Jorge","90"
"90007020","El Chañar","90"
"90007030","El Naranjo","90"
"90007040","Garmendia","90"
"90007050","La Ramada","90"
"90007060","Macomitas","90"
"90007070","Piedrabuena","90"
"90007080","7 de Abril","90"
"90007090","Villa Benjamín Aráoz","90"
"90007100","Villa Burruyacú","90"
"90007110","Villa  Padre Monti","90"
"90014010","Alderetes","90"
"90014020","Banda del Río Salí","90"
"90014040","Colombres","90"
"90014050","Colonia Mayo - Barrio La Milagrosa","90"
"90014060","Delfín Gallo","90"
"90014070","El Bracho","90"
"90014080","La Florida","90"
"90014090","Las Cejas","90"
"90014100","Los Ralos","90"
"90014110","Pacará","90"
"90014120","Ranchillos","90"
"90014130","San Andrés","90"
"90021010","Alpachiri","90"
"90021020","Alto Verde","90"
"90021030","Arcadia","90"
"90021040","Barrio San Roque","90"
"90021050","Concepción","90"
"90021060","Iltico","90"
"90021070","La Trinidad","90"
"90021080","Medina","90"
"90028010","Barrio Casa Rosada","90"
"90028020","Campo de Herrera","90"
"90028030","Famaillá","90"
"90028040","Ingenio Fronterita","90"
"90035010","Graneros","90"
"90035020","Lamadrid","90"
"90035030","Taco Ralo","90"
"90042010","Juan Bautista Alberdi","90"
"90042020","Villa Belgrano","90"
"90049010","La Cocha","90"
"90049020","San José de La Cocha","90"
"90056010","Bella Vista","90"
"90056020","Estación Aráoz","90"
"90056030","Los Puestos","90"
"90056040","Manuel García Fernández","90"
"90056050","Pala Pala","90"
"90056060","Río Colorado","90"
"90056070","Santa Rosa de Leales","90"
"90056080","Villa Fiad - Ingenio Leales","90"
"90056090","Villa de Leales","90"
"90063010","Barrio San Felipe","90"
"90063020","El Manantial","90"
"90063030","Ingenio San Pablo","90"
"90063040","La Reducción","90"
"90063050","Lules","90"
"90070010","Acheral","90"
"90070020","Capitán Cáceres","90"
"90070030","Monteros","90"
"90070040","Pueblo Independencia","90"
"90070050","Río Seco","90"
"90070060","Santa Lucía","90"
"90070070","Sargento Moya","90"
"90070080","Soldado Maldonado","90"
"90070090","Teniente Berdina","90"
"90070100","Villa Quinteros","90"
"90077010","Aguilares","90"
"90077020","Los Sarmientos","90"
"90077030","Río Chico","90"
"90077040","Santa Ana","90"
"90077050","Villa Clodomiro Hileret","90"
"90084010","San Miguel de Tucumán","90"
"90091010","Atahona","90"
"90091020","Monteagudo","90"
"90091030","Nueva Trinidad","90"
"90091040","Santa Cruz","90"
"90091050","Simoca","90"
"90091060","Villa Chicligasta","90"
"90098010","Amaicha del Valle","90"
"90098020","Colalao del Valle","90"
"90098030","El Mollar","90"
"90098040","Tafí del Valle","90"
"90105010","Barrio El Cruce","90"
"90105020","Barrio Lomas de Tafí","90"
"90105030","Barrio Mutual San Martín","90"
"90105040","Barrio Parada 14","90"
"90105050","Barrio U.T.A. II","90"
"90105060","Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia","90"
"90105070","El Cadillal","90"
"90105080","Tafí Viejo","90"
"90105090","Villa Las Flores","90"
"90105100","Villa Mariano Moreno - El Colmenar","90"
"90112010","Choromoro","90"
"90112020","San Pedro de Colalao","90"
"90112030","Villa de Trancas","90"
"90119010","Barrio San José III","90"
"90119020","Villa Carmela","90"
"90119030","Yerba Buena - Marcos Paz","90"
"94007010","Río Grande","94"
"94007020","Tolhuin","94"
"94014010","Laguna Escondida","94"
"94014020","Ushuaia","94"
